"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"6076","SN 2012gw","10:10:09.151","-38:08:15.11","SN Ia","","ESO 316-38      ","","","","","","","","","0","1","","14.8","","2012-10-06 00:00:00.000","","[Discoverer=Parker; DiscoveryRef=CBET 3312; PositionRef=CBET 3312; Orig Type=Ia]","","",""
"6075","SN 2012gv","03:31:37.090","-27:21:18.00","SN Ia","","Anon.           ","","","","","","","","","0","1","","23.3","","2012-11-10 00:00:00.000","","[Discoverer=Cappellaro et al. (SUDARE/VOICE collaboration); DiscoveryRef=CBET 3311; PositionRef=CBET 3311; Orig Type=Ia]","","",""
"6073","SN 2012gt","03:33:08.760","-28:05:04.20","SN Ia","","Anon.           ","","","","","","","","","0","1","","23.3","","2012-10-25 00:00:00.000","","[Discoverer=Cappellaro et al. (SUDARE/VOICE collaboration); DiscoveryRef=CBET 3311; PositionRef=CBET 3311; Orig Type=Ia]","","",""
"6072","SN 2012gs","03:33:38.179","-27:20:20.80","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.5","","2012-10-25 00:00:00.000","","[Discoverer=Cappellaro et al. (SUDARE/VOICE collaboration); DiscoveryRef=CBET 3311; PositionRef=CBET 3311; Orig Type=Ia]","","",""
"6069","SN 2012gp","06:20:06.240","-64:57:08.50","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.4","","2012-10-10 00:00:00.000","","[Discoverer=Parker; DiscoveryRef=CBET 3306; PositionRef=CBET 3306; Orig Type=Ia]","","",""
"6068","SN 2012go","22:41:51.830","+34:58:07.39","SN Ia","","Anon.           ","","","","","","","","","0","1","","17","","2012-11-14 00:00:00.000","","[Discoverer=Arbour; DiscoveryRef=CBET 3305; PositionRef=CBET 3305; Orig Type=Ia]","","",""
"6066","SN 2012gm","23:17:37.030","+14:00:08.89","SN Ia","","NGC 7580        ","","","","","","","","","0","1","","15.7","","2012-11-19 00:00:00.000","","[Discoverer=Rich; DiscoveryRef=CBET 3303; PositionRef=CBET 3303; Orig Type=Ia]","","",""
"6065","SN 2012gl","10:12:50.321","+12:40:56.71","SN Ia","","NGC 3153        ","","","","","","","","","0","1","","16.1","","2012-10-29 00:00:00.000","","[Discoverer=Gross, Cenko et al. (LOSS); DiscoveryRef=CBET 3302; PositionRef=CBET 3302; Orig Type=Ia]","","",""
"6058","SN 2012ge","13:14:47.050","+54:05:05.50","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.5","","2012-10-25 00:00:00.000","","[Discoverer=Balanutsa (MASTER); DiscoveryRef=CBET 3293; PositionRef=CBET 3293; Orig Type=Ia]","","",""
"6057","SN 2012gd","01:51:47.700","+21:16:20.60","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.9","","2012-10-23 00:00:00.000","","[Discoverer=Balanutsa (MASTER); DiscoveryRef=CBET 3292; PositionRef=CBET 3292; Orig Type=Ia]","","",""
"6055","SN 2012gb","22:15:42.840","+37:14:38.00","SN Ia","","IC 5193         ","","","","","","","","","0","1","","16.4","","2012-10-31 00:00:00.000","","[Discoverer=Itagaki; DiscoveryRef=CBET 3288; PositionRef=CBET 3288; Orig Type=Ia]","","",""
"6052","SN 2012fz","20:03:24.840","-55:57:19.19","SN Ia","","ESO 185-54      ","","","","","","","","","0","1","","14.5","","2012-06-27 00:00:00.000","","[Discoverer=Maza, Pignata et al. (CHASE); DiscoveryRef=CBET 3285; PositionRef=CBET 3285; Orig Type=Ia]","","",""
"6050","SN 2012fx","02:55:41.201","-27:25:27.59","SN Ia","","ESO 417-3       ","","","","","","","","","0","1","","17.2","","2012-08-22 00:00:00.000","","[Discoverer=Monard; DiscoveryRef=CBET 3283; PositionRef=CBET 3283; Orig Type=Ia]","","",""
"6049","SN 2012fw","21:01:58.990","-48:16:25.90","SN Ia","","ESO 235-G37     ","","","","","","","","","0","1","","15.3","","2012-08-19 00:00:00.000","","[Discoverer=Klotz (TAROT); DiscoveryRef=CBET 3282; PositionRef=CBET 3282; Orig Type=Ia]","","",""
"6048","SN 2012fv","19:06:51.571","-61:42:17.89","SN Ia","","IC 4815         ","","","","","","","","","0","1","","19.6","","2012-06-20 00:00:00.000","","[Discoverer=Klotz (TAROT); DiscoveryRef=CBET 3281; PositionRef=CBET 3281; Orig Type=Ia]","","",""
"6047","SN 2012fu","04:37:19.130","-69:08:25.40","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.5","","2012-08-27 00:00:00.000","","[Discoverer=Maza, Pignata et al. (CHASE); DiscoveryRef=CBET 3280; PositionRef=CBET 3280; Orig Type=Ia]","","",""
"6044","SN 2012fr","03:33:35.990","-36:07:37.70","SN Ia","","NGC 1365        ","","","","","","","","","0","1","","15.6","","2012-10-27 00:00:00.000","","[Discoverer=Klotz; DiscoveryRef=CBET 3275; PositionRef=CBET 3275; Orig Type=Ia]","","",""
"6043","SN 2012fq","03:32:32.899","-27:51:21.10","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.6","","2012-10-07 00:00:00.000","","[Discoverer=Cappellaro et al.; DiscoveryRef=CBET 3274; PositionRef=CBET 3274; Orig Type=Ia]","","",""
"6039","SN 2012fm","06:56:13.390","+84:04:50.20","SN Ia","","UGC 3528        ","","","","","","","","","0","1","","16.7","","2012-10-21 00:00:00.000","","[Discoverer=Belligoli, Castellani; DiscoveryRef=CBET 3272; PositionRef=CBET 3272; Orig Type=Ia]","","",""
"6038","SN 2012fl","02:56:04.380","+00:56:01.00","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.2","","2012-10-13 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 3271; PositionRef=CBET 3271; Orig Type=Ia]","","",""
"6037","SN 2012fk","02:30:52.039","+22:28:45.91","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.7","","2012-10-20 00:00:00.000","","[Discoverer=Shurpakov (MASTER); DiscoveryRef=CBET 3267; PositionRef=CBET 3267; Orig Type=Ia]","","",""
"6032","SN 2012ff","23:05:48.710","+14:19:56.39","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.2","","2012-08-21 00:00:00.000","","[Discoverer=Cenko et al. (Lick Observatory Supernova Survey); DiscoveryRef=CBET 3243; PositionRef=CBET 3243; Orig Type=Ia]","","",""
"6031","SN 2012fe","17:43:12.180","+36:46:02.50","SN Ia-pec","","Anon.           ","","","","","","","","","0","1","","17.6","","2012-09-26 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 3242; PositionRef=CBET 3242; Orig Type=Ia-p]","","",""
"6030","SN 2012fd","05:58:51.929","-23:20:24.22","SN Ia","","ESO 488-G51     ","","","","","","","","","0","1","","15.2","","2012-09-22 00:00:00.000","","[Discoverer=Bock, Parker; DiscoveryRef=CBET 3241; PositionRef=CBET 3241; Orig Type=Ia]","","",""
"6028","SN 2012fb","01:50:51.199","+33:08:25.40","SN Ia","","Anon.           ","","","","","","","","","0","1","","17","","2012-09-17 00:00:00.000","","[Discoverer=Zheng et al. (ROTSE); DiscoveryRef=CBET 3237; PositionRef=CBET 3237; Orig Type=Ia]","","",""
"6027","SN 2012fa","03:34:59.021","-27:51:55.40","SN Ia","","Anon.           ","","","","","","","","","0","1","","23.4","","2012-09-14 00:00:00.000","","[Discoverer=Cappellaro et al.; DiscoveryRef=CBET 3236; PositionRef=CBET 3236; Orig Type=Ia]","","",""
"6025","SN 2012ez","03:35:16.370","-27:29:49.20","SN Ia","","Anon.           ","","","","","","","","","0","1","","23.2","","2012-09-08 00:00:00.000","","[Discoverer=Cappellaro et al.; DiscoveryRef=CBET 3236; PositionRef=CBET 3236; Orig Type=Ia]","","",""
"6021","SN 2012ev","22:03:02.990","-22:31:00.98","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.8","","2012-09-05 00:00:00.000","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 3232; PositionRef=CBET 3232; Orig Type=Ia]","","",""
"6020","SN 2012eu","03:13:04.159","-08:23:31.70","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.3","","2012-08-27 00:00:00.000","","[Discoverer=Yang, Drake et al. (Siding Spring Survey); DiscoveryRef=CBET 3231; PositionRef=CBET 3231; Orig Type=Ia]","","",""
"6019","SN 2012et","23:42:38.820","+27:05:31.49","SN Ia","","MCG +04-55-47   ","","","","","","","","","0","1","","16.9","","2012-09-12 00:00:00.000","","[Discoverer=Rich; DiscoveryRef=CBET 3227; PositionRef=CBET 3227; Orig Type=Ia]","","",""
"6017","SN 2012er","17:31:52.661","+71:50:12.01","SN Ia","","Anon.           ","","","","","","","","","0","1","","16","","2012-08-21 00:00:00.000","","[Discoverer=Shurpakov (MASTER); DiscoveryRef=CBET 3224; PositionRef=CBET 3224; Orig Type=Ia]","","",""
"6016","SN 2012eq","01:00:14.369","-30:48:30.89","SN Ia","","ESO 412-1       ","","","","","","","","","0","1","","15.4","","2012-08-27 00:00:00.000","","[Discoverer=McNaught, Drake et al. (Siding Spring Survey); DiscoveryRef=CBET 3223; PositionRef=CBET 3223; Orig Type=Ia]","","",""
"6015","SN 2012ep","23:16:22.090","+24:15:18.61","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.9","","2012-08-28 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 3222; PositionRef=CBET 3222; Orig Type=Ia]","","",""
"6014","SN 2012eo","22:14:37.819","+32:57:18.68","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.2","","2012-08-27 00:00:00.000","","[Discoverer=Ciabattari, Mazzoni, Simonetti; DiscoveryRef=CBET 3220; PositionRef=CBET 3220; Orig Type=Ia]","","",""
"6013","SN 2012en","04:07:25.279","+01:45:33.30","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.8","","2012-09-09 00:00:00.000","","[Discoverer=Ciabattari, Mazzoni; DiscoveryRef=CBET 3218; PositionRef=CBET 3218; Orig Type=Ia]","","",""
"6012","SN 2012em","22:44:01.661","+15:51:49.28","SN Ia-pec","","Anon.           ","","","","","","","","","0","1","","18.3","","2012-09-09 00:00:00.000","","[Discoverer=B. Mikuz; DiscoveryRef=CBET 3217; PositionRef=CBET 3217; Orig Type=Ia-p]","","",""
"6011","SN 2012el","15:39:57.221","-30:33:19.19","SN Ia","","NGC 5968        ","","","","","","","","","0","1","","17.2","","2012-08-18 00:00:00.000","","[Discoverer=Parker; DiscoveryRef=CBET 3213; PositionRef=CBET 3213; Orig Type=Ia]","","",""
"6008","SN 2012ei","14:24:05.710","+33:02:56.51","SN Ia","","NGC 5611        ","","","","","","","","","0","1","","14.7","","2012-08-22 00:00:00.000","","[Discoverer=Hirose; DiscoveryRef=CBET 3209; PositionRef=CBET 3209; Orig Type=Ia]","","",""
"6005","SN 2012ef","23:50:19.250","+16:37:56.21","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.1","","2012-08-18 00:00:00.000","","[Discoverer=Podvorotniy (MASTER); DiscoveryRef=CBET 3206; PositionRef=CBET 3206; Orig Type=Ia]","","",""
"6004","SN 2012ee","20:45:15.281","-05:37:22.12","SN Ia","","IC 5050         ","","","","","","","","","0","1","","16.4","","2012-08-13 00:00:00.000","","[Discoverer=Howerton, Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 3205; PositionRef=CBET 3205; Orig Type=Ia]","","",""
"6000","SN 2012ea","17:45:10.399","+18:08:26.81","SN Ia","","NGC 6430        ","","","","","","","","","0","1","","16.8","","2012-08-08 00:00:00.000","","[Discoverer=Cenko et al. (LOSS); DiscoveryRef=CBET 3199; PositionRef=CBET 3199; Orig Type=Ia]","","",""
"5998","SN 2012dz","18:18:56.201","+23:39:37.01","SN Ia","","NGC 6619        ","","","","","","","","","0","1","","16.5","","2012-08-08 00:00:00.000","","[Discoverer=Martinelli, Mancini; DiscoveryRef=CBET 3198; PositionRef=CBET 3198; Orig Type=Ia]","","",""
"5995","SN 2012dw","21:22:35.280","-33:33:54.61","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.5","","2012-07-23 00:00:00.000","","[Discoverer=McNaught, Drake et al. (Siding Spring Survey); DiscoveryRef=CBET 3194; PositionRef=CBET 3194; Orig Type=Ia]","","",""
"5994","SN 2012dv","21:48:30.290","-12:50:21.30","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.2","","2012-07-18 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 3191; PositionRef=CBET 3191; Orig Type=Ia]","","",""
"5991","SN 2012ds","16:23:45.919","+09:47:12.30","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.4","","2012-07-16 00:00:00.000","","[Discoverer=Ciabattari, Mazzoni, Rossi; DiscoveryRef=CBET 3185; PositionRef=CBET 3185; Orig Type=Ia]","","",""
"5990","SN 2012dr","13:33:49.610","+26:08:07.01","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.7","","2012-06-18 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 3183; PositionRef=CBET 3183; Orig Type=Ia]","","",""
"5989","SN 2012dq","07:54:55.481","+72:36:34.60","SN Ia","","UGC 4067        ","","","","","","","","","0","1","","15.4","","2012-07-09 00:00:00.000","","[Discoverer=Cortini; DiscoveryRef=CBET 3181; PositionRef=CBET 3181; Orig Type=Ia]","","",""
"5987","SN 2012do","13:56:35.280","+04:46:52.28","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.5","","2012-06-20 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 3179; PositionRef=CBET 3179; Orig Type=Ia]","","",""
"5986","SN 2012dn","20:23:36.259","-28:16:43.39","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.3","","2012-07-08 00:00:00.000","","[Discoverer=Parker; DiscoveryRef=CBET 3174; PositionRef=CBET 3174; Orig Type=Ia]","","",""
"5985","SN 2012dm","14:13:46.130","+52:13:17.29","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.5","","2012-06-27 00:00:00.000","","[Discoverer=Fraser et al. (PanSTARRS-1 Medium Deep Survey); DiscoveryRef=CBET 3171; PositionRef=CBET 3171; Orig Type=Ia]","","",""
"5984","SN 2012dl","19:12:08.210","-32:07:36.98","SN Ia","","ESO 459-6       ","","","","","","","","","0","1","","16.3","","2012-06-06 00:00:00.000","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 3170; PositionRef=CBET 3170; Orig Type=Ia]","","",""
"5983","SN 2012dk","00:13:56.299","-70:01:40.69","SN Ia","","Anon.           ","","","","","","","","","0","1","","14.4","","2012-06-26 00:00:00.000","","[Discoverer=Parker; DiscoveryRef=CBET 3168; PositionRef=CBET 3168; Orig Type=Ia]","","",""
"5981","SN 2012di","14:08:06.689","+58:03:07.70","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.1","","2012-06-14 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 3165; PositionRef=CBET 3165; Orig Type=Ia]","","",""
"5979","SN 2012dg","18:18:18.799","+47:41:54.20","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.2","","2012-06-26 00:00:00.000","","[Discoverer=Ciabattari, Mazzoni; DiscoveryRef=CBET 3162; PositionRef=CBET 3162; Orig Type=Ia]","","",""
"5978","SN 2012df","17:48:18.749","+52:18:02.30","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.6","","2012-06-27 00:00:00.000","","[Discoverer=Ciabattari, Mazzoni, Petroni; DiscoveryRef=CBET 3161; PositionRef=CBET 3161; Orig Type=Ia]","","",""
"5977","SN 2012de","22:15:05.321","+10:18:12.60","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.5","","2012-06-25 00:00:00.000","","[Discoverer=Podvorotniy (MASTER); DiscoveryRef=CBET 3160; PositionRef=CBET 3160; Orig Type=Ia]","","",""
"5976","SN 2012dd","10:57:16.459","+28:32:21.70","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.6","","2012-06-05 00:00:00.000","","[Discoverer=Briggs, Newton, Puckett; DiscoveryRef=CBET 3158; PositionRef=CBET 3158; Orig Type=Ia]","","",""
"5975","SN 2012dc","15:38:17.950","+25:44:17.30","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.6","","2012-06-20 00:00:00.000","","[Discoverer=Shumkov (MASTER); DiscoveryRef=CBET 3157; PositionRef=CBET 3157; Orig Type=Ia]","","",""
"5974","SN 2012db","17:48:48.631","-60:42:19.01","SN Ia","","ESO 139-G28     ","","","","","","","","","0","1","","14.6","","2012-06-24 00:00:00.000","","[Discoverer=Klotz (TAROT); DiscoveryRef=CBET 3155; PositionRef=CBET 3155; Orig Type=Ia]","","",""
"5973","SN 2012da","13:02:33.660","+27:26:11.29","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.8","","2012-06-18 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 3152; PositionRef=CBET 3152; Orig Type=Ia]","","",""
"5970","SN 2012cy","10:55:21.799","+07:41:50.39","SN Ia","","NGC 3462        ","","","","","","","","","0","1","","16.8","","2012-06-14 00:00:00.000","","[Discoverer=Howerton, Drake et al. (Mount Lemmon Survey); DiscoveryRef=CBET 3150; PositionRef=CBET 3150; Orig Type=Ia]","","",""
"5969","SN 2012cx","17:10:05.861","+42:22:23.48","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.3","","2012-06-15 00:00:00.000","","[Discoverer=Sanders, Kot, Coffin; DiscoveryRef=CBET 3149; PositionRef=CBET 3149; Orig Type=Ia]","","",""
"5967","SN 2012cv","09:58:28.910","-10:53:12.41","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.3","","2012-06-07 00:00:00.000","","[Discoverer=Sanders, Kot, Coffin; DiscoveryRef=CBET 3147; PositionRef=CBET 3147; Orig Type=Ia]","","",""
"5966","SN 2012cu","12:53:29.350","+02:09:38.99","SN Ia","","NGC 4772        ","","","","","","","","","0","1","","16.3","","2012-06-14 00:00:00.000","","[Discoverer=Itagaki; DiscoveryRef=CBET 3146; PositionRef=CBET 3146; Orig Type=Ia]","","",""
"5961","SN 2012cp","13:47:01.680","+33:53:35.99","SN Ia","","UGC 8713        ","","","","","","","","","0","1","","16.1","","2012-05-23 00:00:00.000","","[Discoverer=Cox, Newton, Puckett; DiscoveryRef=CBET 3130; PositionRef=CBET 3130; Orig Type=Ia]","","",""
"5960","SN 2012co","21:44:08.520","+46:14:51.11","SN Ia","","UGC 11804       ","","","","","","","","","0","1","","17.3","","2012-05-03 00:00:00.000","","[Discoverer=Newton, Puckett; DiscoveryRef=CBET 3129; PositionRef=CBET 3129; Orig Type=Ia]","","",""
"5959","SN 2012cn","12:08:24.461","+62:56:24.00","SN Ia","","MCG +11-15-28   ","","","","","","","","","0","1","","18.2","","2012-05-14 00:00:00.000","","[Discoverer=Boles; DiscoveryRef=CBET 3128; PositionRef=CBET 3128; Orig Type=Ia]","","",""
"5958","SN 2012cm","09:10:05.450","+20:12:45.11","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.8","","2012-05-13 00:00:00.000","","[Discoverer=Morokuma et al. (Kiso Supernova Survey); DiscoveryRef=CBET 3126; PositionRef=CBET 3126; Orig Type=Ia]","","",""
"5954","SN 2012ci","14:38:23.479","+23:20:55.10","SN Ia","","IC 4475         ","","","","","","","","","0","1","","17.6","","2012-05-16 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 3119; PositionRef=CBET 3119; Orig Type=Ia]","","",""
"5952","SN 2012cg","12:27:12.830","+09:25:13.19","SN Ia","","NGC 4424        ","","","","","","","","","0","1","","16.9","","2012-05-17 00:00:00.000","","[Discoverer=Kandrashoff, Cenko et al. (LOSS); DiscoveryRef=CBET 3111; PositionRef=CBET 3111; Orig Type=Ia]","","",""
"5951","SN 2012cf","13:41:10.490","+30:22:37.20","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.3","","2012-05-14 00:00:00.000","","[Discoverer=Cox, Post, Puckett; DiscoveryRef=CBET 3110; PositionRef=CBET 3110; Orig Type=Ia]","","",""
"5950","SN 2012ce","11:13:49.459","-29:55:32.02","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.6","","2012-05-14 00:00:00.000","","[Discoverer=McNaught, Drake et al. (Siding Spring Survey); DiscoveryRef=CBET 3108; PositionRef=CBET 3108; Orig Type=Ia]","","",""
"5942","SN 2012bx","11:44:29.410","+07:03:46.30","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.1","","2012-04-11 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 3094; PositionRef=CBET 3094; Orig Type=Ia]","","",""
"5937","SN 2012bs","15:23:01.699","+07:11:41.21","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.1","","2012-03-28 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 3086; PositionRef=CBET 3086; Orig Type=Ia]","","",""
"5934","SN 2012bp","16:18:12.439","+36:28:52.79","SN Ia","","Anon.           ","","","","","","","","","0","1","","15.5","","2012-03-24 00:00:00.000","","[Discoverer=Lipunov (MASTER); DiscoveryRef=CBET 3080; PositionRef=CBET 3080; Orig Type=Ia]","","",""
"5933","SN 2012bo","12:50:45.230","-14:16:08.51","SN Ia","","NGC 4726        ","","","","","","","","","0","1","","16.4","","2012-03-27 00:00:00.000","","[Discoverer=Itagaki; DiscoveryRef=CBET 3079; PositionRef=CBET 3079; Orig Type=Ia]","","",""
"5931","SN 2012bm","13:05:45.660","+46:27:52.88","SN Ia","","UGC 8189        ","","","","","","","","","0","1","","17.1","","2012-03-27 00:00:00.000","","[Discoverer=Puckett, Newton; DiscoveryRef=CBET 3077; PositionRef=CBET 3077; Orig Type=Ia]","","",""
"5930","SN 2012bl","20:23:55.279","-48:21:17.32","SN Ia","","ESO 234-19      ","","","","","","","","","0","1","","15.4","","2012-03-26 00:00:00.000","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 3076; PositionRef=CBET 3076; Orig Type=Ia]","","",""
"5928","SN 2012bj","08:43:32.321","+32:00:17.21","SN Ia-pec","","Anon.           ","","","","","","","","","0","1","","20","","2012-03-15 00:00:00.000","","[Discoverer=Sarneczky, Vinko, Wheeler; DiscoveryRef=CBET 3068; PositionRef=CBET 3068; Orig Type=Ia-p]","","",""
"5927","SN 2012bi","12:13:00.230","+25:16:57.40","SN Ia","","UGC 7217        ","","","","","","","","","0","1","","16","","2012-03-21 00:00:00.000","","[Discoverer=Rich; DiscoveryRef=CBET 3067; PositionRef=CBET 3067; Orig Type=Ia]","","",""
"5926","SN 2012bh","12:13:37.310","+46:29:00.49","SN Ia","","UGC 7228        ","","","","","","","","","0","1","","22.8","","2012-03-11 00:00:00.000","","[Discoverer=Chornock et al. (Pan-STARRS); DiscoveryRef=CBET 3066; PositionRef=CBET 3066; Orig Type=Ia]","","",""
"5924","SN 2012bf","15:13:41.810","+16:06:06.59","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.5","","2012-02-10 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 3063; PositionRef=CBET 3063; Orig Type=Ia]","","",""
"5923","SN 2012be","11:20:52.361","+51:32:30.19","SN Ia","","Anon.           ","","","","","","","","","0","1","","18","","2012-02-21 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 3062; PositionRef=CBET 3062; Orig Type=Ia]","","",""
"5921","SN 2012bc","10:58:14.990","-46:34:31.51","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.8","","2012-02-03 00:00:00.000","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 3060; PositionRef=CBET 3060; Orig Type=Ia]","","",""
"5917","SN 2012az","03:08:52.090","+17:18:03.20","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.4","","2012-03-13 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 3057; PositionRef=CBET 3057; Orig Type=Ia]","","",""
"5916","SN 2012ay","09:43:25.711","-06:53:35.92","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.1","","2012-02-24 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 3056; PositionRef=CBET 3056; Orig Type=Ia]","","",""
"5915","SN 2012ax","11:11:58.349","+29:42:05.51","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.4","","2012-02-18 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 3055; PositionRef=CBET 3055; Orig Type=Ia]","","",""
"5909","SN 2012ar","16:20:36.019","-10:27:38.30","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.6","","2012-03-01 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 3041; PositionRef=CBET 3041; Orig Type=Ia]","","",""
"5908","SN 2012aq","14:54:05.131","+22:05:40.60","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.7","","2012-02-24 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 3038; PositionRef=CBET 3038; Orig Type=Ia]","","",""
"5906","SN 2012ao","15:16:42.881","-14:38:38.11","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.8","","2012-02-25 00:00:00.000","","[Discoverer=Drake et al. (Mount Lemmon Survey); DiscoveryRef=CBET 3036; PositionRef=CBET 3036; Orig Type=Ia]","","",""
"5901","SN 2012aj","16:27:03.960","+51:36:49.79","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.9","","2012-02-21 00:00:00.000","","[Discoverer=Newton, Puckett; DiscoveryRef=CBET 3030; PositionRef=CBET 3030; Orig Type=Ia]","","",""
"5899","SN 2012ah","23:25:59.630","-81:54:33.30","SN Ia","","NGC 7637        ","","","","","","","","","0","1","","14.8","","2012-02-21 00:00:00.000","","[Discoverer=Parker; DiscoveryRef=CBET 3028; PositionRef=CBET 3028; Orig Type=Ia]","","",""
"5898","SN 2012ag","13:41:27.660","-32:00:01.01","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.6","","2012-02-16 00:00:00.000","","[Discoverer=McNaught, Drake et al. (Siding Spring Survey); DiscoveryRef=CBET 3027; PositionRef=CBET 3027; Orig Type=Ia]","","",""
"5897","SN 2012af","15:00:30.869","+23:55:45.08","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.7","","2012-02-11 00:00:00.000","","[Discoverer=Lipunov (MASTER); DiscoveryRef=CBET 3026; PositionRef=CBET 3026; Orig Type=Ia]","","",""
"5896","SN 2012ae","08:58:55.879","+23:03:42.41","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.4","","2012-02-13 00:00:00.000","","[Discoverer=Kryachko, Korotkiy, Satovskiy; DiscoveryRef=CBET 3025; PositionRef=CBET 3025; Orig Type=Ia]","","",""
"5895","SN 2012ad","06:38:45.070","+67:20:22.42","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.9","","2012-01-26 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 3024; PositionRef=CBET 3024; Orig Type=Ia]","","",""
